ticker,last_price,ret_1d,ret_5d,ret_20d,ytd,ma20,ma50,ma200,rsi14,volume_ratio,above_20ma,above_50ma,above_200ma,volume_ratio_zscore,sector_score
XLK,159.09,-0.00012572605357430433,0.020854723282676346,0.17923053902171393,0.10386559127319028,150.341,142.6452,140.5813,81.13,0.533,True,True,True,-0.20294597509246307,-0.034395641060476864
TTD,23.64,-0.029954920986696276,0.0450927724390664,0.07552319754248815,-0.3726114862477532,22.377,23.8425,41.8791,65.81,0.48,True,False,False,-0.23113701216610733,
ADBE,241.885,-0.006917981552383434,0.012155824049008945,0.0021336512411096464,-0.27427241714426887,241.9628,250.6035,314.7771,59.71,0.401,False,False,False,-0.2731576145966336,
CDNS,328.3,-0.005000831498764069,0.04444374325543832,0.17170486074578384,0.057667507243746474,305.9845,296.797,321.5322,75.47,0.338,True,True,True,-0.3066677152690787,
COST,1017.1601,0.018514737221606126,0.002740679349601871,0.020671206657619123,0.19198323613971735,1003.7855,996.451,948.8098,58.12,0.441,True,True,True,-0.2518813602014304,
^VIX,17.28,-0.08133965033157553,-0.10512681695705084,-0.2958435190720866,0.1909028541743265,19.595,22.3174,18.282,38.83,,False,False,False,,
PCAR,119.2,0.008972385001439598,-0.061195591066860455,0.013174631553424687,0.07126537377082864,123.903,121.0556,108.2677,33.36,0.311,False,False,True,-0.3210291869858408,
NG=F,2.759,0.04231204586643722,0.05547053419167658,-0.021284122971887975,-0.2374239801905662,2.672,2.8745,3.4461,59.14,1.167,True,False,False,0.13428265707150766,
MU,510.46,-0.015430371057616576,0.05966119355963295,0.3876851515164337,0.6190298783033339,452.6325,422.9406,274.6954,73.11,0.606,True,True,True,-0.16411681082121726,
XEL,81.5,0.03400152645968313,0.02541515548250395,0.02245641620984573,0.09938954181261916,80.2345,80.4788,76.4033,46.97,0.853,True,True,True,-0.03273593993083749,
DIA,496.04,0.01508174210545743,0.006166345932904438,0.06610487644312135,0.029961790462189608,485.0902,478.0929,469.196,73.18,0.918,True,True,True,0.0018379734613677438,
GOOGL,383.22,0.0951020133368985,0.13080936190537606,0.28861085559221067,0.21684835542097636,332.4455,313.7716,279.8429,87.09,1.9,True,True,True,0.5241700188636063,
WBD,27.065,0.0005545766144243736,0.006133863117740779,-0.015460139708952103,-0.05068395942559034,27.2677,27.6139,22.6683,39.5,0.273,False,False,True,-0.3412416286612839,
XLE,59.355,0.0055056881189270435,0.04168129201614912,0.006528714830652538,0.30871430886856666,57.3012,57.4363,47.9042,63.95,0.498,True,True,True,-0.2215626976882659,-0.029055307873344927
XLI,174.18,0.025010299436126093,0.0006318455043070603,0.05929575159213685,0.10564260259248814,170.9215,169.4839,158.5307,55.84,0.81,True,True,True,-0.055607913405680894,0.0015731206882189843
TXN,280.485,0.041843043160914695,-0.00618299105990594,0.4288587926186018,0.5903321761480247,234.2082,213.3703,191.1697,80.88,0.527,True,True,True,-0.20613741325174356,
SMCI,27.315,0.037803983691879095,0.02112151529187356,0.21346069552725488,-0.11773251479981839,26.4097,27.8445,37.8945,57.79,0.418,True,False,False,-0.2641152064786723,
META,610.99,-0.08687530683137301,-0.0730638434285098,0.054831432827290305,-0.059803604722029724,645.297,630.8282,677.8294,44.95,2.408,False,False,False,0.7943784496826869,
SBUX,105.38,-0.0011374667922469106,0.05866984412474152,0.16532120864525202,0.26306520368854236,98.2135,96.6434,89.3014,74.12,0.592,True,True,True,-0.17156349985953837,
AMZN,259.95,-0.011747248469857419,0.019092090093374203,0.23450635496621874,0.14768217309947573,244.1855,223.4306,227.1266,75.38,1.319,True,True,True,0.2151324237732798,
AMD,353.905,0.049820575353825,0.15909021171602,0.6835782668568384,0.5836801219228245,277.7137,232.2217,210.3774,83.0,0.739,True,True,True,-0.09337326495716661,
MSFT,401.475,-0.05415112334325878,-0.03433552350326974,0.08691829712952837,-0.14917041494031147,403.2088,395.6647,467.045,61.78,1.238,False,True,False,0.17204800862299333,
SPY,716.75,0.00726549760531503,0.011715699978763316,0.09387401666925621,0.052018477462004276,695.1625,678.679,667.4197,80.02,0.498,True,True,True,-0.2215626976882659,
ODFL,211.04,0.008072544224247968,-0.05269775364706153,0.05715567862665849,0.32756284575556105,212.614,200.8625,165.2689,52.5,0.646,False,True,True,-0.14284055642601404,
IWM,277.125,0.01854239075535391,0.005825388539226761,0.1104544106069496,0.11591754149514943,268.4983,259.2725,246.8654,73.59,0.594,True,True,True,-0.17049968713977823,
CL=F,104.12,-0.025823302561393424,0.08628069279201722,0.039952056434962024,0.8164690038542288,97.9095,90.4532,68.8052,57.09,0.915,True,True,True,0.00024225438172750235,
TSLA,378.83,0.01617488995907812,0.013673299087208157,-0.006373663985512645,-0.13522957463761975,370.937,384.0764,402.1328,64.41,0.472,True,False,False,-0.235392263045148,
NXPI,288.0618,-0.004107871752106695,0.1944841338587311,0.4728591645302047,0.30855370933283544,222.9731,212.7001,218.2929,86.59,0.562,True,True,True,-0.18752069065594074,
INTU,383.5,-0.029310486397284174,0.0005218163668174736,-0.09670759944208984,-0.38773932023698165,390.9989,413.0162,587.6744,61.66,0.271,False,False,False,-0.342305441381044,
TEAM,66.99,-0.0496524344739544,-0.009316842017495275,-0.03430884804065781,-0.567136209346334,66.7955,71.1746,134.9422,61.84,0.386,True,False,False,-0.28113620999483485,
XLB,51.46,0.009811617130745853,-0.006755496613416234,0.019817677727776983,0.12074694474406411,51.523,50.7702,46.6845,43.75,0.852,False,True,True,-0.03326784629071757,-0.0037744096767954585
TMUS,195.195,-0.015012317062193747,0.005796877196590833,-0.04433288947750913,-0.017268383610338556,194.4107,206.2672,215.2348,49.56,0.286,True,False,False,-0.3343268459828429,
MRNA,46.46,0.016185429659053563,-0.12090822278410107,-0.07135718132980517,0.5055086897466974,51.231,51.8571,35.6381,37.81,0.553,False,False,True,-0.19230784789486147,
NFLX,93.505,0.015034677220385761,0.007379848748608975,-0.021402467116951263,0.02764039398499496,97.9143,94.3755,104.3269,30.96,0.495,False,False,False,-0.22315841676790613,
ISRG,456.185,0.0051891921115996276,-0.04727248113986671,-0.017795272755323777,-0.18825400652512958,462.8232,475.7871,500.4274,52.17,0.447,False,False,False,-0.24868992204214996,
WDAY,120.72,-0.013967157397780094,0.052760121639177315,-0.06454863722640747,-0.4133825493990243,122.2555,130.1344,196.2655,58.11,0.61,False,False,False,-0.16198918538169693,
MELI,1794.9351,0.01579780577126977,-0.007884641257526637,0.04419221346813429,-0.09057348989241465,1807.8328,1766.5585,2095.5189,52.62,0.462,False,True,False,-0.24071132664394876,
XLV,146.005,0.02215771930877808,-0.0016069515968566428,-0.011676645871620983,-0.05726174503521164,146.6118,149.3229,145.9211,46.1,0.98,False,False,True,0.03481616777393268,0.017560007730118583
SI=F,74.04,0.034526130908039576,-0.018882866116933683,-0.02408156283377405,0.04937923311587178,75.9858,78.2669,61.6066,45.65,6.117,False,False,True,2.767219138477904,
ZS,129.615,-0.03796474724692278,-0.025231222807695186,-0.05162063927929661,-0.41236341665147036,133.1843,144.2217,234.441,62.4,0.47,False,False,False,-0.23645607576490815,
VRTX,429.5429,0.014892065083402128,-0.01277200255278732,-0.039612533345123824,-0.049957085183548244,436.1241,454.4705,436.4392,44.09,0.4,False,False,False,-0.2736895209565137,
DXCM,59.39,0.03179287652356755,-0.05279108984074343,-0.04777937459147352,-0.10745418436281429,62.472,66.0666,69.6071,36.13,0.512,False,False,False,-0.21411600864994476,
ADI,402.415,0.03366214859241001,-0.003627305932898839,0.2552717742852886,0.4746658265780681,365.0693,341.9267,279.0824,73.88,0.342,True,True,True,-0.3045400898295584,
DASH,169.29,-0.00023627558311722918,-0.04355935996535132,0.12485045372845716,-0.22976478248605592,169.7253,167.4135,217.3678,64.18,0.341,False,True,False,-0.3050719961894384,
MDLZ,61.05,0.00016379949841471841,0.057875588382855225,0.06973890947115735,0.14778318339877106,57.982,57.6934,58.5028,59.96,0.534,True,True,True,-0.202414068732583,
INTC,94.4599,-0.0030617424554747474,0.41449388483110017,0.9666854529061595,1.398676925857806,68.666,54.5078,39.7741,86.52,0.778,True,True,True,-0.07262891692184346,
XLC,116.16,0.0075462116373776755,-0.010477857857860484,0.04422874768808582,-0.003159246848331576,115.6855,114.8681,113.8782,59.36,0.749,True,True,True,-0.0880542013583658,-0.016981091810342467
SIRI,26.75,-0.0003737006276645083,-0.044642857142857095,0.14267407835789103,0.32095493164561484,25.2955,23.4166,21.9436,66.78,0.774,True,True,True,-0.07475654236136378,
DDOG,131.34,-0.019704429570345128,0.027217235342773094,0.10676665007534236,-0.018165566696259572,122.704,121.2877,138.0677,80.25,0.738,True,True,False,-0.09390517131704669,
PANW,178.5645,-0.01639029687566318,0.030913295883333802,0.11137425117541677,-0.004490696536475158,170.8012,163.1977,185.0861,72.64,0.364,True,True,False,-0.2928381499121966,
QQQ,665.9701,0.006650974803128262,0.022335989446132798,0.13975474586442438,0.087568181990346,633.649,610.8785,602.2605,82.42,0.629,True,True,True,-0.1518829645439754,
CSCO,91.172,0.017885423478245732,0.029145511221988052,0.17626105738030962,0.20549742762029655,85.3986,81.1922,74.2401,77.68,0.559,True,True,True,-0.18911640973558097,
HON,214.015,0.017665222463055796,-0.0015162683297329504,-0.062160375759387265,0.09800650927439292,224.7903,230.5304,210.1014,22.73,0.281,False,False,True,-0.3369863777822432,
AMGN,347.45,0.027897827051222013,-0.003356040750797873,-0.016502452990291627,0.06781078026093601,346.9975,358.6444,321.8765,46.15,0.616,True,False,True,-0.15879774722241644,
KLAC,1778.0551,-0.021007982583064133,-0.020587408434492693,0.16989623493106198,0.396945825459875,1751.9068,1585.9601,1254.765,53.84,1.05,True,True,True,0.07204961296553831,
EXC,46.28,-0.015738019380316937,-0.010053502047125629,-0.053191535024625036,0.06275684115513336,47.6465,48.2131,45.2007,31.91,1.144,False,False,True,0.12204881079426576,
